title,street,city,state,postal_code,country,lat,lng,categories
15039 - Maha Lakshnmi Wines,"Channasandra Main Road, Channasandra, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560066, India",Bengaluru,Karnataka,560066,India,12.969323,77.7659142,shops
13300 - Under World -TC Palya Main Road,"Thambuchettypalya Main Road, Anandapura, T.C Palya, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560036, India",Bengaluru,Karnataka,560036,India,13.0235558,77.6957063,shops
3096 - Sapthagiri Bar- Subramanya Nagar,"Sapthagiri Bar & Restaurant, Dr. Rajkumar Road, Gayathri Nagara, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560021, India",Bengaluru,Karnataka,560021,India,13.0014482,77.5533025,shops
11083 - High Spirits (Kothanur),"Hennur Bagalur Road, Kothanur, K Narayanapura, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560077, India",Bengaluru,Karnataka,560077,India,13.0631563,77.6495876,shops
41346 - SVRS Banaswadi,"Banaswadi Main Road, HRBR Layout 1st Block, Banaswadi, Bengaluru North City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560043, India",Bengaluru,Karnataka,560043,India,13.0129257,77.6481463,shops
42319 - Wave - Sarjapur,"Festo, Sarjapura Road, Sarjapura, Yamare, Anekal, Bengaluru Urban, Karnataka, 562125, India",Bengaluru,Karnataka,562125,India,12.8612754,77.7774738,shops
45384 - NA,"Service Road, Panathur, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560037, India",Bengaluru,Karnataka,560037,India,12.9482082,77.6988907,shops
19851 - Bangalore Bar & Restaurant - Church Street,"36, Church Street, Shanthala Nagar, Ashokanagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India",Bengaluru,Karnataka,560001,India,12.9755038,77.6028086,shops
17803 - Keethana Wines,"Jaya Krishna Clinic, Anekal Main Road, Chandapura, Kittaganahalli, Anekal, Bengaluru Urban, Karnataka, 560081, India",Bengaluru,Karnataka,560081,India,12.7967295,77.7066862,shops
15592 - Rkr Wines,"Jigani Industrial Estate Road, Jigani Industrial Estate, Jigani, Anekal, Bengaluru Urban, Karnataka, 560105, India",Bengaluru,Karnataka,560105,India,12.7789247,77.6430755,shops
42105 - Rashi Grand Garden,"Aryan Fountain Square, Indlabele, Attibele, Anekal, Bengaluru Urban, Karnataka, 562107, India",Bengaluru,Karnataka,562107,India,12.786516,77.7744751,shops
43995 - House of Spirits 7,"Queenhills PG Road, Prashanth Extension, S.M Krishna Ward, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560066, India",Bengaluru,Karnataka,560066,India,12.9819106,77.7514028,shops
45075 - Surpana,"Attibele, Anekal, Bengaluru Urban, Karnataka, 562107, India",Bengaluru,Karnataka,562107,India,12.7781009,77.7696243,shops
45002 - MGR Wines,"Attibele, Anekal, Bengaluru Urban, Karnataka, 562107, India",Bengaluru,Karnataka,562107,India,12.77731,77.7697216,shops
42491 - Bangalore Spirits - Marathahalli,"Walls and Acres, 35/1B, Varthur Road, Silver Springs Layout, Priyadarshini Ward, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560037, India",Bengaluru,Karnataka,560037,India,12.9564157,77.7096415,shops
42387 - Decoction- Hennur Road,"My Chicken and More, Hennur Bagalur Road, K Narayanapura, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560077, India",Bengaluru,Karnataka,560077,India,13.0478676,77.6447448,shops
42241 - Quench- Whitefield,"GlobalDesi, Whitefield Road, Chikka Devasandra, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560048, India",Bengaluru,Karnataka,560048,India,12.9953336,77.697059,shops
40618 - Royal prethum wines,"Pranam Dental and Medical Speciality Clinic, Hare Krishna Road, Kumara Park East, High Grounds, Sampangirama Nagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India",Bengaluru,Karnataka,560001,India,12.9870508,77.5785752,shops
43011 - Contessa wines,"Sheshadripuram Main Road, Basappa Garden, Seshadripuram, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560003, India",Bengaluru,Karnataka,560003,India,12.9968142,77.5804994,shops
11595 - Liquor Lake - Electronic City,"Toni & Guy, Neeladri Road, Ganga Vertica Apartments, Electronic City, Bangalore South, Bengaluru Urban, Karnataka, 560100, India",Bengaluru,Karnataka,560100,India,12.8404395,77.6518255,shops
41862 - Liquor Library - EPIP Whitefield,"8th Road, Hoodi, Kaveri Nagara, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560066, India",Bengaluru,Karnataka,560066,India,12.9853782,77.7292914,shops
1830 - Winery - Indiranagar,"442, 9th Main Road, Indiranagar, Bengaluru Central City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560038, India",Bengaluru,Karnataka,560038,India,12.9720232,77.6426809,shops
397 - Ruby Wines,"Doddaballapur Road, Kolipura, Doddaballapura taluk, Bengaluru North, Karnataka, 561203, India",Bengaluru,Karnataka,561203,India,13.2791471,77.5514934,shops
13321 - SAM Wines Residency Road,"Field Marshall Cariappa Cycle Path, Ashok Nagar, Ashokanagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560025, India",Bengaluru,Karnataka,560025,India,12.9712276,77.605415,shops
40925 - Globe Spirits New BEL Road,"1st Cross Road, RMV 2nd Stage 2nd Block, Geddalahalli, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560094, India",Bengaluru,Karnataka,560094,India,13.028378,77.5719892,shops
3307 - K Manjunath,"Kalkere, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560016, India",Bengaluru,Karnataka,560016,India,13.0309135,77.6793813,shops
20191 - Surya Liquor Mart - Baglur layout,"137, Kothanur Main Road, LBS Nagar, K Narayanapura, Sampigehalli, Bengaluru North City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560077, India",Bengaluru,Karnataka,560077,India,13.0667517,77.6391088,shops
41881 - Madhura spirits,"Panathur Main Road, Kaverappa Layout, Kaadubeesanahalli, Panathur, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560103, India",Bengaluru,Karnataka,560103,India,12.9380384,77.6990763,shops
20159 - Crave Wings,"CMR Girls Hostel, 247, 2nd H Cross Road, Kalyan Nagar, Kalyanagar, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560043, India",Bengaluru,Karnataka,560043,India,13.0192991,77.6412119,shops
44424 - NA,"W H Hanumanthappa Road, Gandhinagar, Nehru Nagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560009, India",Bengaluru,Karnataka,560009,India,12.9752492,77.5770699,shops
10863 - Mr Spirits - Majestic,"Rajadhani Pub, Subedar Chatram Road, Gandhinagar, Nehru Nagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560009, India",Bengaluru,Karnataka,560009,India,12.9787699,77.5750675,shops
41141 - Sri Manjunatha Spirit Lounge - Amruthahalli,"Amrutahalli Main Road, Arkavathy Layout, Jakkur, Bengaluru North City Corporation, Bengaluru, Yelahanka taluku, Bengaluru Urban, Karnataka, 560092, India",Bengaluru,Karnataka,560092,India,13.0682155,77.6051349,shops
18989 - Blueberry Liquor Mart - Nagavara,"Thanisandra Main Road, Thanisandra, Bengaluru North City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560045, India",Bengaluru,Karnataka,560045,India,13.047643,77.6286411,shops
44987 - Poison Spirits,"Philomena Hospital Road, Kempapura, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560045, India",Bengaluru,Karnataka,560045,India,13.0404419,77.6195874,shops
43543 - Liquor library,"CBI Road, HMT Layout, Ganga Nagar, Ganganagar, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560032, India",Bengaluru,Karnataka,560032,India,13.0263598,77.5897435,shops
43082 - wholesale wines,"Silver County Road, Kudlu, Bengaluru South City Corporation, Bengaluru, Anekal, Bengaluru Urban, Karnataka, 560068, India",Bengaluru,Karnataka,560068,India,12.894685,77.6607283,shops
44535 - chowdeshwari boarding and lodging.,"Thippasandra Main Road, Puttappa Layout, New Thippasandra, Bengaluru Central City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560075, India",Bengaluru,Karnataka,560075,India,12.9714778,77.6580178,shops
Dave and Busters Koramangla,"McDonald's, Srinivagilu Main Road, Rajendranagar, National Games Village, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560095, India",Bengaluru,Karnataka,560095,India,12.9452139,77.6200736,shops
02669 - AnTeRa Indranagar,"Kotak Mahindra Bank, 4006, 100 Feet Road, Domlur 2nd Stage, Domlur, Indiranagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560071, India",Bengaluru,Karnataka,560071,India,12.9625054,77.6413718,shops
3471 - NA,"Nayara petrol, Sarjapur Road, Akshaya Greens, Sarjapura, Anekal, Bengaluru Urban, Karnataka, 562125, India",Bengaluru,Karnataka,562125,India,12.8600249,77.7919557,shops
16718 - High Spirits (BYG),"Byrathi Bande, Byrathi, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560077, India",Bengaluru,Karnataka,560077,India,13.0700372,77.6517619,shops
41868 - Golden Amulya Wines - Kattigenahalli,"Bagalur Road, Dwaraka Nagar, Kogilu, Bengaluru North City Corporation, Bengaluru, Yelahanka taluku, Bengaluru Urban, Karnataka, 560063, India",Bengaluru,Karnataka,560063,India,13.1214255,77.618341,shops
Porcuoine - Indiranagar,"838A, 100 Feet Road, Old Binnamangala, Indiranagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560038, India",Bengaluru,Karnataka,560038,India,12.9802336,77.640806,shops
45616 - NA,"Kempegowda Road, Dasarahalli, Kempapura, Bengaluru North City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560024, India",Bengaluru,Karnataka,560024,India,13.0513351,77.6119418,shops
45581 - liquor house,"Kenchenahalli Main Road, Halagevaderahalli, Rajarajeshwari Nagar, Rajarajeshwari Nagara, Bengaluru West City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560098, India",Bengaluru,Karnataka,560098,India,12.9190678,77.5136389,shops
44510 Silver Woods sprits,"CV Raman Rasthe, Banashankari 6th Stage - 3rd Block, Banashankari 6th Stage, Talagattapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560062, India",Bengaluru,Karnataka,560062,India,12.886887,77.5157985,shops
18700 - Cyrup Liquor House- Kanakapura Rd,"BRS Grandeur, Kanakapura Road, Vajrahalli, Talagattapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560062, India",Bengaluru,Karnataka,560062,India,12.8729878,77.5400098,shops
14440 - Nakshatra Wine Palace - JP Nagar,"Kothnur, Kothanur, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560076, India",Bengaluru,Karnataka,560076,India,12.8658591,77.579577,shops
44308 - MONTEZG,"Kothnur, Kothanur, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560083, India",Bengaluru,Karnataka,560083,India,12.8689465,77.5756286,shops
18739 - Wine World- JP Nagar 1st Phase,"8th Cross Road, JP Nagar 1st Phase, JP Nagar, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560078, India",Bengaluru,Karnataka,560078,India,12.9111712,77.5756153,shops
41429 - SLNS- Wine Paradise,"Hotel Sree Nandanam Residency, 1st phase, #11, B. Narayana Swamappa Road, Mathikere, Brundavana Nagara, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560054, India",Bengaluru,Karnataka,560054,India,13.0292843,77.5592466,shops
696 - SLR B 1 BTM,"29th Main Road, Bilekahalli, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560076, India",Bengaluru,Karnataka,560076,India,12.9055477,77.6059021,shops
14224 - Fortune Spirits,"Traits Men's Salon, 7th Main Road, BTM Layout 2nd Stage, Viswamanava Kuvempu Ward, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560076, India",Bengaluru,Karnataka,560076,India,12.9133533,77.6061918,shops
1095 - Honey Drops BTM,"773, 16th Main Road, BTM Layout, Viswamanava Kuvempu Ward, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560076, India",Bengaluru,Karnataka,560076,India,12.9138877,77.609991,shops
18650 - Cheers -BTM Layout,"940, 16th Main Road, BTM Layout, Viswamanava Kuvempu Ward, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560076, India",Bengaluru,Karnataka,560076,India,12.9149613,77.6101196,shops
15748 - Spirit Junction - Tavarakere,"IndiQube Lexington Tower, Tavarekere Main Road, Sadgunte Palya, Chikka Adugodi, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560029, India",Bengaluru,Karnataka,560029,India,12.930795,77.61002,shops
16796 - Shoba Bar,"Kadiganahalli, Vidyanagar, Yelahanka taluku, Bengaluru Urban, Karnataka, 562157, India",Bengaluru,Karnataka,562157,India,13.1600843,77.6289628,shops
14505 - NA,"1st Cross Road, Seshadripuram, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560003, India",Bengaluru,Karnataka,560003,India,12.9942189,77.57122,shops
42667 - Brinduvan Wines - Channasandra,"Thran, 507, CMR Road, Kalyan Nagar, Kalyanagar, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560043, India",Bengaluru,Karnataka,560043,India,13.0214385,77.6414484,shops
12670 - Kal Wines,"MCR Wine Palace, SH35, Attibele, Anekal, Bengaluru Urban, Karnataka, 562107, India",Bengaluru,Karnataka,562107,India,12.777298,77.7696741,shops
13402 - Manju krupa wines,"Anekal, Bengaluru Urban, Karnataka, 562106, India",Bengaluru,Karnataka,562106,India,12.7039317,77.7019067,shops
17510 - Manju krupa wines,"Chowdareddy Circle, , Anekal, Bengaluru Urban, Karnataka, 562106, India",Bengaluru,Karnataka,562106,India,12.712215,77.6994817,shops
14254 - SLV Bar,"Jigani Industrial Estate, Jigani, Anekal, Bengaluru Urban, Karnataka, 560105, India",Bengaluru,Karnataka,560105,India,12.7712518,77.6273298,shops
12792 - ICM WInes,"Jigani Industrial Estate, Jigani, Anekal, Bengaluru Urban, Karnataka, 560105, India",Bengaluru,Karnataka,560105,India,12.7713908,77.6273431,shops
17895 - SRR Bar,"Jigani Industrial Estate Road, Bommasandra Industrial Estate, Jigani, Anekal, Bengaluru Urban, Karnataka, 560105, India",Bengaluru,Karnataka,560105,India,12.7801967,77.6452333,shops
14946 - Star Amulya Wines Thindlu,"Indian Bank, Kodigehalli Road, Canara Bank Layout, Thindlu, Bengaluru North City Corporation, Bengaluru, Yelahanka taluku, Bengaluru Urban, Karnataka, 560097, India",Bengaluru,Karnataka,560097,India,13.0629496,77.5729307,shops
16694 - syrup liquor,"Venkatadri Xtreme Sports, Oil Mill Road, 4th Phase, Yelahanka Satellite Town, Bengaluru North City Corporation, Bengaluru, Yelahanka taluku, Bengaluru Urban, Karnataka, 560064, India",Bengaluru,Karnataka,560064,India,13.1033136,77.5768239,shops
17837 - SVR Spirits- Haralur Road,"Central Jail Road, Sir M. Visvesvaraya Layout, Naganathapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560035, India",Bengaluru,Karnataka,560035,India,12.8818409,77.6722684,shops
41338 - House of spirits,"Pursuit Of Tree, Whitefield Road, Tigalarapalya, Kaveri Nagara, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560048, India",Bengaluru,Karnataka,560048,India,12.9914568,77.720813,shops
43277 - Mr Spirits - Jakkur,"Hennur Bagalur Main Road, Bagaluru, Yelahanka taluku, Bengaluru Urban, Karnataka, 562149, India",Bengaluru,Karnataka,562149,India,13.1331374,77.6670985,shops
16971 - S N WINES,"Rayasandra Main Road, Rayasandra, Anekal, Bengaluru Urban, Karnataka, 560100, India",Bengaluru,Karnataka,560100,India,12.8752467,77.6780867,shops
19625 - Liquor Mart (Hosa),"Sir M. Visvesvaraya Layout, Naganathapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560068, India",Bengaluru,Karnataka,560068,India,12.8755173,77.6703527,shops
19749 - Liquor Basket,"Chandana Bakery, Channasandra Main Road, AKG Colony, Channasandra, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560067, India",Bengaluru,Karnataka,560067,India,12.9832611,77.7682595,shops
44677 - Talk Bar,"1576A, 4th Main Road, AECS Layout E Block, Priyadarshini Ward, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560037, India",Bengaluru,Karnataka,560037,India,12.9618572,77.7164718,shops
18665 - Five Star wines,"Philomena Hospital Road, Kempapura, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560045, India",Bengaluru,Karnataka,560045,India,13.0403046,77.6199959,shops
1492 - Rajalakshmi wines,"SS Ashram Road, Amarjyothi Nagara, Hebbal, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560032, India",Bengaluru,Karnataka,560032,India,13.0367037,77.593485,shops
19969 - MATHRUSHRI WINES,"Kowdenahalli, Kalkere, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560016, India",Bengaluru,Karnataka,560016,India,13.0226717,77.6790997,shops
12420 - Anil Deluxe Bar,"Kalkere Main Road, Kalkere, K Chennasandra, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560016, India",Bengaluru,Karnataka,560016,India,13.0221301,77.6788969,shops
41766 - Liquor Lords - Raghavendra Nagar,"Kalkere, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560016, India",Bengaluru,Karnataka,560016,India,13.0207001,77.6734449,shops
1335 - Ujwal Bar,"2nd Main Road, AECS Layout, Geddalahalli, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560094, India",Bengaluru,Karnataka,560094,India,13.0316892,77.5768672,shops
40926 - Sun Rise Sprits,"Bagalagunte, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560057, India",Bengaluru,Karnataka,560057,India,13.0559962,77.5075821,shops
2677 - Mohan Bar- SR Nagar,"New Mohan Restaurant & Bar, Rajaram Mohan Roy Road, Sampangirama Nagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India",Bengaluru,Karnataka,560001,India,12.9657916,77.5953767,shops
41143 - Wholesale Wines - Nagarbhavi,"Panacea Hospital, Nagarabhavi, Mallathahalli Road, NGEF Layout, Vinayaka Layout, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560072, India",Bengaluru,Karnataka,560072,India,12.9612494,77.510953,shops
41581 - BHUMI SPIRITS,"Kanakapura Road, Vajrahalli, Talagattapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560062, India",Bengaluru,Karnataka,560062,India,12.8828679,77.5477908,shops
41832 - Bottles of Joy- J. P. Nagar,"Liberty Exclusive Showroom, 24th Main Road, Sarakki, Shakambarinagara, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560078, India",Bengaluru,Karnataka,560078,India,12.9137098,77.5857157,shops
41680 - Sling- JP Nagar,"154 Breakfast Club, Outer Ring Road, Dollars Colony, Shakambarinagara, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560078, India",Bengaluru,Karnataka,560078,India,12.9065341,77.5924821,shops
43679 - Pegs Jp Nagar New Code,"The Studs Sports Bar + Grill, Outer Ring Road, Dollars Colony, JP Nagar, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560078, India",Bengaluru,Karnataka,560078,India,12.9068439,77.5984134,shops
19995 - Antiques- Nyanappana Halli,"Shringeri Road, Royal Residency Layout, Vijaya Bank Layout, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560076, India",Bengaluru,Karnataka,560076,India,12.8785918,77.6098211,shops
15828 - SM Spirit Zone - Manipal County,"Pandit Ji, Manipal County Road, Singasandra, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560114, India",Bengaluru,Karnataka,560114,India,12.8787637,77.6379088,shops
19575 - Highness the Liquor Boutique,"Jute Cottage, 21st Cross Road, Dharmagiri Ward, Bengaluru West City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560070, India",Bengaluru,Karnataka,560070,India,12.9245981,77.5734599,shops
18396 - Liquor Mart (Koramangala),"Liquor Mart, Srinivagilu Main Road, Koramangala 6th Block, Sri Lakshmi Devi Ward, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560095, India",Bengaluru,Karnataka,560095,India,12.9433395,77.621516,shops
44317 - MONTEZG,"3rd Cross Road, Nataraja Layout, RBI Layout, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560076, India",Bengaluru,Karnataka,560076,India,12.8891143,77.5877747,shops
41317 - Honey Drops- J P Nagar,"Babu Vada Pav, 24th Main Road, K R Layout, Kengal Hanumanthaiah South, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560078, India",Bengaluru,Karnataka,560078,India,12.8980167,77.5858483,shops
44867 - Drops J P Nagar,"Kidzon, 24th Main Road, K R Layout, Kengal Hanumanthaiah South, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560078, India",Bengaluru,Karnataka,560078,India,12.9033755,77.5857096,shops
1165 - Madhusree,"9th Main Road, Jayanagar 5th Block, Pattabhirama Nagara, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560041, India",Bengaluru,Karnataka,560041,India,12.9185469,77.58364,shops
822 - Seapirate Wines - Jayanagar,"W, 27th Cross Road, Geetha Colony, Jayanagar 4th Block, Tilak Nagara, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560011, India",Bengaluru,Karnataka,560011,India,12.930789,77.5855284,shops
1897 - South End Bar & Restaurant- Basavanagudi,"Kanakapura Road, Yediyuru, Bengaluru West City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560070, India",Bengaluru,Karnataka,560070,India,12.9363486,77.5754137,shops
41448 - Mohan Spirits Basavanagudi,"2nd Cross Road, NR Colony, N.R Colony, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560004, India",Bengaluru,Karnataka,560004,India,12.9367758,77.572913,shops
18185 - Bottle House- BSK,"Nandini Milk Parlour, South End Road, NR Colony, N.R Colony, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560004, India",Bengaluru,Karnataka,560004,India,12.9369561,77.5729018,shops
41727 - The Wine Mart - BSK,"Wine Baron, 30th Main road, Banashankari 2nd Stage, Banashankari 2nd Stage, Ganesh Mandira Ward, Bengaluru West City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560070, India",Bengaluru,Karnataka,560070,India,12.9295065,77.5627489,shops
1228 - Dilute Pub - BSK,"Ayda Restaurant, Opposite BDA Complex, 19th Main Road, Banashankari 2nd Stage, Ganesh Mandira Ward, Bengaluru West City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560070, India",Bengaluru,Karnataka,560070,India,12.9246179,77.5651301,shops
17075 - Golden Fin Liquor,"Krishnarajendra Road, Dharmagiri Ward, Bengaluru West City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560070, India",Bengaluru,Karnataka,560070,India,12.921704,77.5735425,shops
43165 - Adhya spirit,"Guru Greens Family Restaurant, Bannerghatta Road, Doddakammanahalli, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560083, India",Bengaluru,Karnataka,560083,India,12.8545423,77.5887755,shops
19463 - Blue Water Bar and restaurant,"CromÄ, Bannerghatta Road, Kalena Agrahara, Yelenahalli, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560076, India",Bengaluru,Karnataka,560076,India,12.8611188,77.5898279,shops
41312 - RR Spirits- Hulimavu,"Domino's, Cave Temple Road, Hulimavu, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560076, India",Bengaluru,Karnataka,560076,India,12.8764716,77.59641,shops
10734 - Scotch Yard Wines - Bannergatta Road,"Goli Vada Pav, 4th Cross Road, Panduranga Nagar, Doresanipalya, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560076, India",Bengaluru,Karnataka,560076,India,12.8921906,77.5982359,shops
18203 - Spirit Junction - DLF,"Begur Main Road, Beguru, Yelenahalli, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560076, India",Bengaluru,Karnataka,560076,India,12.8760463,77.6168803,shops
44695 - Dewana Spirit Galaxy,"State Bank of India, Begur Main Road, Akshaynagar Layout, Vijaya Bank Layout, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560076, India",Bengaluru,Karnataka,560076,India,12.8763432,77.616169,shops
42797 - SLR Paramjyothi,"Block 1, Begur - Hulimavu Road, Akshaynagar Layout, Vijaya Bank Layout, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560076, India",Bengaluru,Karnataka,560076,India,12.8760637,77.6135351,shops
19157 - Mohan Spirits Nyanappanahalli,"Devarachikkanahalli Road, Royal Residency Layout, Vijaya Bank Layout, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560076, India",Bengaluru,Karnataka,560076,India,12.8791512,77.6099026,shops
41785 - Prestige Spirits- BTM,"Kodichikkanahalli Main Road, Vijaya Bank Layout, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560076, India",Bengaluru,Karnataka,560076,India,12.8930222,77.61054,shops
19699 - Laxmi Scotch Yard - Kothnur Dinne,"Vijaya Bank Layout, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560076, India",Bengaluru,Karnataka,560076,India,12.8925241,77.6111121,shops
